order_id,loan_date,period,due_date,repay_date,loan_amount
id_3150,2021-05-29,1,2021-06-28,2021-06-27,217.37
id_4084,2021-05-29,3,2021-08-28,2021-08-28,228.25
id_2721,2021-05-30,1,2021-06-28,2021-06-28,363.22
id_3302,2021-05-30,3,2021-08-30,2021-10-14,123.19
id_225,2021-05-31,1,2021-06-30,2021-06-19,186.4
id_2277,2021-06-01,11,2022-05-01,,265.62
id_2276,2021-06-01,5,2021-11-01,2021-11-01,441.21
id_235,2021-06-03,8,2022-02-03,2022-02-03,378.44
id_564,2021-06-04,1,2021-07-04,2021-06-28,289.83
id_4065,2021-06-06,10,2022-04-06,,127.73
id_240,2021-06-07,6,2021-12-07,2021-12-06,181.03
id_4085,2021-06-08,7,2022-01-08,2021-06-18,175.52
id_1946,2021-06-10,6,2021-12-10,2021-12-09,83.06
id_2583,2021-06-10,4,2021-10-10,2021-10-10,514.15
id_3403,2021-06-11,5,2021-11-11,2021-11-09,495.23
id_1078,2021-06-12,9,2022-03-12,2021-08-20,245.41
id_251,2021-06-12,4,2021-10-12,2021-10-12,131.24
id_1949,2021-06-12,12,2022-06-12,,385.52
id_252,2021-06-13,3,2021-09-13,2021-09-13,81.52
id_1549,2021-06-13,10,2022-04-13,,177.76
id_2287,2021-06-15,8,2022-02-15,2022-02-17,378.44
id_2961,2021-06-16,9,2022-03-16,,87.79
id_3059,2021-06-16,8,2022-02-16,2022-02-16,85.3
id_4007,2021-06-17,3,2021-09-17,2021-09-16,76.99
id_2962,2021-06-17,6,2021-12-17,,282.39
id_1323,2021-06-17,9,2022-03-17,2022-03-17,296.18
id_4007,2021-06-17,12,2022-06-17,,95.02
id_259,2021-06-18,12,2022-06-18,,189.63
id_1763,2021-06-19,1,2021-07-19,2021-07-19,169.06
id_1764,2021-06-20,3,2021-09-20,2021-09-20,461.96
id_2965,2021-06-20,10,2022-04-20,,425.76
id_2967,2021-06-21,8,2022-02-21,2022-02-19,84.1
id_3155,2021-06-22,1,2021-07-22,2021-07-09,74.56
id_3238,2021-06-22,8,2022-02-22,2022-02-22,151.37
id_2131,2021-06-22,11,2022-05-22,2021-07-27,109.01
id_1086,2021-06-23,11,2022-05-23,,257.05
id_2451,2021-06-23,3,2021-09-23,2021-09-21,384.97
id_1333,2021-06-23,12,2022-06-23,,344.86
id_2736,2021-06-24,1,2021-07-24,2021-07-23,372.8
id_3828,2021-06-24,4,2021-10-24,2021-10-20,328.11
id_277,2021-06-24,12,2022-06-24,,427.53
id_3317,2021-06-25,5,2021-11-25,2021-11-20,232.63
id_2134,2021-06-25,8,2022-02-25,2022-02-25,378.44
id_2597,2021-06-25,9,2022-03-25,2022-03-23,438.96
id_2597,2021-06-25,6,2021-12-25,2022-01-03,411.43
id_2599,2021-06-25,4,2021-10-25,2021-10-25,246.08
id_2134,2021-06-25,12,2022-06-25,,387.96
id_283,2021-06-26,11,2022-05-26,,85.69
id_283,2021-06-26,2,2021-08-26,2021-08-25,81.01
id_593,2021-06-26,2,2021-08-26,2021-08-26,75.43
id_597,2021-06-28,5,2021-11-28,,198.1
id_2973,2021-06-28,7,2022-01-28,2022-01-27,217.29
id_1963,2021-06-28,11,2022-05-28,,154.43
id_1097,2021-06-28,12,2022-06-28,,646.03
id_1101,2021-06-29,6,2021-12-29,2021-12-29,493.72
id_1776,2021-06-29,4,2021-10-29,2021-10-29,79.1
id_2604,2021-06-29,7,2022-01-28,2022-01-22,183.87
id_4223,2021-06-29,6,2021-12-29,,370.29
id_1777,2021-06-30,10,2022-04-30,,355.54
id_3069,2021-06-30,10,2022-04-30,2021-11-20,88.88
id_300,2021-07-01,1,2021-08-01,2021-07-30,243.85
id_4029,2021-07-01,9,2022-04-01,2022-04-01,84.62
id_2746,2021-07-01,1,2021-08-01,2021-07-29,332.52
id_1108,2021-07-03,6,2022-01-03,,368.43
id_607,2021-07-04,4,2021-11-04,2021-11-05,164.05
id_305,2021-07-05,10,2022-05-05,,161.79
id_3165,2021-07-06,2,2021-09-06,2021-09-06,405.06
id_308,2021-07-06,12,2022-07-06,2021-07-29,298.83
id_1111,2021-07-07,3,2021-10-07,2021-10-07,366.83
id_1784,2021-07-07,7,2022-02-07,2022-02-07,417.82
id_609,2021-07-07,10,2022-05-07,,170.3
id_3419,2021-07-09,11,2022-06-09,,453.57
id_1788,2021-07-10,1,2021-08-10,2021-08-01,80.51
id_619,2021-07-11,12,2022-07-11,,385.52
id_2150,2021-07-12,1,2021-08-12,2021-08-11,104.65
id_3075,2021-07-14,4,2021-11-14,2021-11-14,410.13
id_1359,2021-07-15,6,2022-01-15,2022-01-15,245.52
id_3542,2021-07-15,4,2021-11-15,2021-09-14,410.13
id_623,2021-07-16,8,2022-03-16,2022-03-16,112.05
id_1980,2021-07-16,8,2022-03-16,2021-10-14,336.39
id_3747,2021-07-18,4,2021-11-18,2021-11-14,255.73
id_3747,2021-07-18,11,2022-06-18,,309.54
id_329,2021-07-20,8,2022-03-20,2022-03-20,430.94
id_3077,2021-07-21,4,2021-11-21,2021-11-21,246.08
id_3607,2021-07-22,6,2022-01-22,2022-01-21,409.36
id_3985,2021-07-23,6,2022-01-23,2021-09-02,409.36
id_2761,2021-07-24,11,2022-06-24,,85.69
id_1129,2021-07-25,2,2021-09-25,2021-09-23,226.26
id_626,2021-07-26,6,2022-01-26,2021-08-25,81.87
id_1588,2021-07-29,2,2021-09-29,2021-09-28,374.24
id_1985,2021-07-30,8,2022-03-30,2022-03-28,85.6
id_1132,2021-07-31,8,2022-03-28,2022-03-18,807.35
id_2157,2021-01-03,10,2021-11-03,2021-11-03,85.39
id_2160,2021-01-06,6,2021-07-06,2021-03-26,664.12
id_3080,2021-01-07,5,2021-06-07,2021-06-04,247.29
id_894,2021-01-12,11,2021-12-12,2021-12-13,120.4
id_3752,2021-01-16,5,2021-06-16,2021-06-16,412.16
id_3752,2021-01-16,7,2021-08-16,2021-08-16,418.02
id_1144,2021-01-18,12,2022-01-18,2022-01-18,433.01
id_2475,2021-01-19,7,2021-08-19,2021-08-19,418.02
id_2478,2021-01-21,5,2021-06-21,2021-06-21,82.43
id_4160,2021-01-21,5,2021-06-21,2021-06-21,321.48
id_349,2021-01-25,8,2021-09-25,2021-09-25,110.93
id_3877,2021-01-26,5,2021-06-26,2021-06-30,123.81
id_1807,2021-01-26,8,2021-09-26,2021-09-23,185.02
id_4011,2021-01-28,11,2021-12-28,2021-12-30,171.36
id_903,2021-01-30,12,2022-01-28,2021-12-09,172.04
id_2628,2021-01-30,10,2021-11-28,2021-11-28,246.95
id_2628,2021-01-30,11,2021-12-28,2021-12-29,248.49
id_2630,2021-01-31,4,2021-05-28,2021-05-28,164.05
id_909,2021-02-04,9,2021-11-04,,211.55
id_3911,2021-02-04,12,2022-02-04,2022-02-04,93.61
id_908,2021-02-04,3,2021-05-04,2021-05-04,155.17
id_1165,2021-02-05,5,2021-07-05,2021-07-05,807.11
id_3549,2021-02-05,9,2021-11-05,2021-11-01,104.53
id_2897,2021-02-06,11,2022-01-06,2022-01-06,342.73
id_2342,2021-02-06,5,2021-07-06,2021-07-06,748.6
id_1818,2021-02-07,6,2021-08-07,,415.28
id_2005,2021-02-07,12,2022-02-07,2022-02-10,215.61
id_661,2021-02-08,8,2021-10-08,2021-10-08,168.19
id_3426,2021-02-08,10,2021-12-08,2021-12-08,229.91
id_1397,2021-02-09,4,2021-06-09,2021-06-08,157.25
id_1399,2021-02-11,4,2021-06-11,2021-05-24,86.49
id_1170,2021-02-11,9,2021-11-11,2021-04-07,310.88
id_3706,2021-02-12,8,2021-10-12,2021-10-12,168.19
id_668,2021-02-13,12,2022-02-13,2021-12-10,224.17
id_3965,2021-02-14,11,2022-01-14,,385.58
id_49,2021-02-14,5,2021-07-14,2021-07-09,145.28
id_2017,2021-02-16,8,2021-10-16,,252.29
id_2181,2021-02-16,1,2021-03-16,2021-03-12,182.14
id_1178,2021-02-17,5,2021-07-17,2021-07-17,90.79
id_3882,2021-02-19,9,2021-11-19,2021-11-19,110.0
id_1181,2021-02-19,10,2021-12-19,2021-12-10,195.84
id_926,2021-02-19,5,2021-07-19,2021-07-19,82.54
id_1821,2021-02-19,1,2021-03-19,2021-03-18,221.36
id_3882,2021-02-19,5,2021-07-19,2021-07-16,107.3
id_4161,2021-02-20,11,2022-01-20,2022-01-13,257.05
id_2644,2021-02-20,10,2021-12-20,2022-01-03,119.21
id_3657,2021-02-21,7,2021-09-21,2021-09-20,292.51
id_1407,2021-02-21,3,2021-05-21,,366.83
id_1408,2021-02-22,11,2022-01-22,2021-05-19,171.36
id_1824,2021-02-22,4,2021-06-22,2021-06-22,338.09
id_58,2021-02-22,12,2022-02-22,,137.96
id_2999,2021-02-23,12,2022-02-23,,187.22
id_680,2021-02-24,5,2021-07-24,2021-06-28,321.9
id_3967,2021-02-25,12,2022-02-25,2022-02-24,301.76
id_2790,2021-02-25,3,2021-05-25,2021-05-23,162.94
id_1620,2021-02-26,2,2021-04-26,2021-04-03,146.76
id_4151,2021-02-27,8,2021-10-27,2021-10-27,368.24
id_1416,2021-02-27,11,2022-01-27,2021-11-18,128.53
id_3198,2021-02-28,11,2022-01-28,2022-01-13,90.75
id_3198,2021-02-28,1,2021-03-28,2021-03-24,75.89
id_70,2021-03-02,8,2021-11-02,2021-11-01,302.75
id_4220,2021-03-03,9,2021-12-03,2021-12-02,84.62
id_3348,2021-03-04,3,2021-06-04,2021-06-04,203.79
id_1189,2021-03-04,10,2022-01-04,2021-03-20,298.03
id_1423,2021-03-04,3,2021-06-04,2021-05-26,105.97
id_693,2021-03-05,2,2021-05-05,2021-05-11,162.02
id_937,2021-03-05,3,2021-06-05,2021-06-05,130.43
id_405,2021-03-06,11,2022-02-06,2022-02-08,102.82
id_3968,2021-03-08,6,2021-09-08,2021-08-19,83.06
id_3005,2021-03-11,3,2021-06-11,2021-06-11,163.03
id_1839,2021-03-12,6,2021-09-12,2021-09-11,373.75
id_705,2021-03-12,7,2021-10-12,2021-10-13,293.73
id_706,2021-03-12,8,2021-11-12,2021-11-05,142.97
id_1841,2021-03-13,3,2021-06-13,2021-06-13,84.7
id_1843,2021-03-14,12,2022-03-14,2022-03-14,517.37
id_88,2021-03-16,3,2021-06-16,2021-06-19,285.31
id_420,2021-03-16,12,2022-03-16,2021-04-01,862.01
id_2367,2021-03-17,12,2022-03-17,2022-03-17,155.21
id_2203,2021-03-18,12,2022-03-18,2022-01-27,250.63
id_2915,2021-03-19,1,2021-04-19,2021-04-16,221.68
id_3503,2021-03-19,8,2021-11-19,,252.29
id_2805,2021-03-20,5,2021-08-20,2021-08-20,412.7
id_2048,2021-03-20,3,2021-06-20,2021-06-17,326.07
id_1218,2021-03-20,1,2021-04-20,2021-04-20,161.01
id_3665,2021-03-22,5,2021-08-22,2021-08-24,156.83
id_4227,2021-03-22,10,2022-01-22,2022-01-22,88.87
id_2209,2021-03-23,9,2021-12-23,2021-12-22,218.27
id_443,2021-03-24,3,2021-06-24,2021-06-24,366.83
id_2922,2021-03-26,5,2021-08-26,2021-08-26,82.54
id_3666,2021-03-27,5,2021-08-27,2021-08-27,693.33
id_451,2021-03-27,4,2021-07-27,2021-07-27,82.03
id_3438,2021-03-27,12,2022-03-27,,258.63
id_1653,2021-03-27,8,2021-11-27,2021-11-27,126.15
id_2809,2021-03-27,2,2021-05-27,2021-05-27,425.81
id_2058,2021-03-29,2,2021-05-29,2021-05-21,403.0
id_3771,2021-03-29,7,2021-10-28,2021-10-26,342.66
id_3016,2021-03-29,10,2022-01-28,2021-04-03,255.45
id_1654,2021-03-29,7,2021-10-28,2021-10-29,83.58
id_453,2021-03-30,11,2022-02-28,2022-02-28,385.58
id_2217,2021-03-30,1,2021-04-28,2021-04-28,322.86
id_2520,2021-03-31,2,2021-05-28,2021-05-28,324.05
id_2218,2021-03-31,5,2021-08-28,,288.89
id_3773,2021-03-31,3,2021-06-28,2021-06-04,366.84
id_3508,2021-03-31,2,2021-05-28,2021-05-31,81.02
id_3973,2021-04-01,4,2021-08-01,2021-08-01,328.11
id_3570,2021-04-01,1,2021-05-01,2021-05-01,402.54
id_129,2021-04-01,11,2022-03-01,2022-03-01,257.05
id_735,2021-04-01,2,2021-06-01,2021-06-01,196.12
id_128,2021-04-01,6,2021-10-01,2021-05-05,411.44
id_1456,2021-04-02,7,2021-11-02,2021-11-02,292.51
id_2672,2021-04-03,2,2021-06-03,2021-06-03,113.41
id_742,2021-04-03,10,2022-02-03,2022-02-03,383.18
id_3623,2021-04-04,7,2021-11-04,2021-10-28,83.58
id_3512,2021-04-05,10,2022-02-05,2022-02-11,102.18
id_3670,2021-04-06,6,2021-10-06,2021-10-06,282.39
id_466,2021-04-07,3,2021-07-07,2021-07-04,366.83
id_2393,2021-04-08,11,2022-03-08,2022-03-07,85.69
id_4093,2021-04-08,1,2021-05-08,2021-04-15,80.51
id_2675,2021-04-08,1,2021-05-08,2021-05-10,80.51
id_3028,2021-04-08,9,2022-01-08,2022-01-08,135.39
id_3211,2021-04-09,3,2021-07-09,2021-07-02,163.03
id_1878,2021-04-10,5,2021-09-10,2021-09-09,360.99
id_2533,2021-04-10,12,2022-04-10,,258.68
id_2073,2021-04-10,6,2021-10-10,2021-10-09,373.75
id_2228,2021-04-11,6,2021-10-11,2021-10-13,288.01
id_475,2021-04-11,6,2021-10-11,2021-10-11,124.59
id_3030,2021-04-11,2,2021-06-11,2021-04-22,648.09
id_1249,2021-04-15,12,2022-04-15,2022-03-06,190.25
id_3575,2021-04-14,7,2021-11-14,2021-11-14,376.08
id_3819,2021-04-18,2,2021-06-18,2021-06-17,307.84
id_1886,2021-04-14,12,2022-04-14,,413.79
id_3627,2021-04-18,6,2021-10-18,2022-03-22,116.28
id_3286,2021-04-15,1,2021-05-15,2021-05-14,209.32
id_156,2021-04-19,3,2021-07-19,2021-07-19,244.55
id_1691,2021-04-18,12,2022-04-18,2022-03-16,163.81
id_762,2021-04-18,12,2022-04-18,,86.19
id_152,2021-04-18,2,2021-06-18,2021-06-12,105.31
id_158,2021-04-15,2,2021-06-15,2021-06-15,202.52
id_1487,2021-04-22,12,2022-04-22,,431.06
id_1010,2021-04-23,2,2021-06-23,2021-06-23,162.02
id_4164,2021-04-24,9,2022-01-24,2022-01-22,84.62
id_167,2021-04-25,8,2021-12-25,2021-12-24,294.34
id_2238,2021-04-25,2,2021-06-25,2021-06-25,324.04
id_2545,2021-04-27,7,2021-11-27,2021-09-23,133.72
id_1491,2021-04-28,7,2021-11-28,2021-11-28,133.72
id_1263,2021-04-30,8,2021-12-28,2021-12-02,84.1
id_1262,2021-04-30,10,2022-02-28,2022-02-25,93.67
id_502,2021-05-02,9,2022-02-02,2022-02-02,118.47
id_503,2021-05-02,12,2022-05-02,,172.49
id_3378,2021-05-03,12,2022-05-03,,396.64
id_505,2021-05-03,5,2021-10-03,2021-10-01,82.54
id_4095,2021-05-03,11,2022-04-03,,385.58
id_1707,2021-05-04,4,2021-09-04,2021-07-08,287.09
id_780,2021-05-05,1,2021-06-05,2021-06-05,442.79
id_3454,2021-05-06,12,2022-05-06,,103.45
id_2936,2021-05-07,9,2022-02-07,,169.24
id_3581,2021-05-07,5,2021-10-07,2021-09-17,247.61
id_2416,2021-05-07,6,2021-11-07,2021-11-08,539.85
id_3783,2021-05-08,12,2022-05-08,,129.29
id_2835,2021-05-08,9,2022-02-08,,676.98
id_785,2021-05-09,2,2021-07-09,2021-07-09,145.82
id_2247,2021-05-09,4,2021-09-09,2021-09-04,123.04
id_2559,2021-05-10,10,2022-03-10,2022-03-10,212.87
id_4239,2021-05-10,11,2022-04-10,,342.73
id_1912,2021-05-11,8,2022-01-11,2022-01-07,475.37
id_789,2021-05-11,4,2021-09-11,2021-09-11,82.03
id_791,2021-05-12,2,2021-07-12,2021-07-12,152.08
id_3458,2021-05-13,8,2022-01-13,2021-12-30,426.5
id_3630,2021-05-13,11,2022-04-13,,779.71
id_1035,2021-05-14,11,2022-04-14,,85.69
id_2945,2021-05-16,3,2021-08-16,2021-08-16,163.03
id_1041,2021-05-17,12,2022-05-17,2022-02-22,257.97
id_3141,2021-05-17,6,2021-11-17,2021-11-16,409.37
id_1721,2021-05-17,11,2022-04-17,,453.55
id_1518,2021-05-18,10,2022-03-18,,894.14
id_195,2021-05-19,8,2022-01-19,2022-01-19,378.44
id_2427,2021-05-20,8,2022-01-20,2022-01-20,341.2
id_2709,2021-05-20,11,2022-04-20,,754.02
id_805,2021-05-20,12,2022-05-20,,474.16
id_3926,2021-05-20,7,2021-12-20,2021-12-17,125.88
id_2708,2021-05-20,11,2022-04-20,,342.73
id_2710,2021-05-21,11,2022-04-21,,362.84
id_3145,2021-05-21,7,2021-12-21,2021-12-22,184.62
id_3898,2021-05-21,1,2021-06-21,2021-06-04,149.95
id_1925,2021-05-22,6,2021-11-22,2021-11-29,286.56
id_3527,2021-05-22,12,2022-05-22,2022-03-04,431.06
id_3528,2021-05-23,7,2021-12-23,2021-12-23,417.87
id_1731,2021-05-23,2,2021-07-23,2021-07-19,83.65
id_812,2021-05-23,7,2021-12-23,2021-12-23,100.29
id_2713,2021-05-23,2,2021-07-23,2021-07-05,324.04
id_537,2021-05-23,12,2022-05-23,,86.19
id_3300,2021-05-25,6,2021-11-25,2021-11-25,155.56
id_818,2021-05-26,9,2022-02-26,2021-11-25,609.45
id_3683,2021-05-26,7,2021-12-26,2021-12-03,83.58
id_3397,2021-05-27,4,2021-09-27,2021-09-27,656.21
id_2434,2021-05-27,5,2021-10-27,2021-10-26,90.79
id_1535,2021-05-28,6,2021-11-28,2021-11-28,81.87
id_1056,2021-05-28,5,2021-10-28,2021-10-27,80.67
id_1535,2021-05-28,2,2021-07-28,2021-07-02,76.04
id_2435,2021-05-28,10,2022-03-28,2022-03-21,89.41
id_1054,2021-05-28,5,2021-10-28,2021-10-28,165.07
id_1742,2021-05-29,11,2022-04-29,2022-02-25,181.42
id_3050,2021-05-29,12,2022-05-28,,387.96
id_2436,2021-05-29,4,2021-09-29,2021-09-29,353.62
id_3737,2021-05-30,5,2021-10-30,2021-10-30,217.81
id_2439,2021-05-30,7,2021-12-28,2022-01-02,225.66
id_3532,2021-05-30,3,2021-08-30,2021-08-27,184.78
id_1064,2021-06-01,1,2021-07-01,2021-06-30,298.24
id_559,2021-06-02,9,2022-03-02,2022-03-02,380.8
id_2577,2021-06-02,10,2022-04-02,,88.88
id_3399,2021-06-04,5,2021-11-04,2021-11-04,412.7
id_2278,2021-06-04,9,2022-03-04,2022-03-04,110.0
id_1541,2021-06-05,7,2022-01-05,2022-01-03,417.87
id_2579,2021-06-05,3,2021-09-05,2021-09-04,81.52
id_3954,2021-06-06,3,2021-09-06,2021-09-01,277.17
id_1542,2021-06-07,1,2021-07-07,2021-07-05,141.66
id_2280,2021-06-08,5,2021-11-08,2021-11-08,99.05
id_3403,2021-06-11,1,2021-07-11,2021-07-08,483.04
id_1947,2021-06-11,12,2022-06-11,,517.37
id_2446,2021-06-11,12,2022-06-11,,94.87
id_1317,2021-06-12,4,2021-10-12,2021-10-12,82.03
id_1756,2021-06-12,9,2022-03-12,2022-03-12,544.31
id_571,2021-06-12,10,2022-04-12,,468.33
id_575,2021-06-13,6,2021-12-13,2021-12-13,215.94
id_3536,2021-06-15,1,2021-07-15,2021-07-13,74.56
id_2287,2021-06-15,12,2022-06-15,,387.96
id_255,2021-06-15,2,2021-08-15,2021-07-27,129.62
id_3310,2021-06-16,8,2022-02-16,2022-02-16,243.88
id_581,2021-06-17,4,2021-10-17,2021-10-09,98.43
id_1952,2021-06-18,12,2022-06-18,,431.06
id_2449,2021-06-19,5,2021-11-19,,80.22
id_3957,2021-06-21,12,2022-06-21,,129.29
id_1329,2021-06-21,6,2021-12-21,2021-12-21,249.16
id_1331,2021-06-22,6,2021-12-22,2021-12-21,124.59
id_2294,2021-06-22,9,2022-03-22,2022-03-21,175.59
id_845,2021-06-22,1,2021-07-22,2021-07-22,223.68
id_3791,2021-06-22,12,2022-06-22,,323.09
id_3316,2021-06-23,5,2021-11-23,2021-08-09,82.54
id_3063,2021-06-23,6,2021-12-23,2021-12-23,82.29
id_279,2021-06-24,8,2022-02-24,2022-02-22,443.58
id_1091,2021-06-24,4,2021-10-24,2021-07-06,474.6
id_2598,2021-06-25,12,2022-06-25,,190.0
id_3693,2021-06-26,6,2021-12-26,2021-12-26,107.97
id_1960,2021-06-26,1,2021-07-26,2021-07-25,80.51
id_1962,2021-06-26,12,2022-06-26,,155.21
id_1092,2021-06-26,10,2022-04-26,,88.88
id_1337,2021-06-26,1,2021-07-26,2021-07-09,128.81
id_2601,2021-06-27,10,2022-04-27,,444.41
id_859,2021-06-28,6,2021-12-28,2021-12-26,197.48
id_860,2021-06-28,7,2022-01-28,2022-01-24,292.51
id_2743,2021-06-28,12,2022-06-28,,198.33
id_3959,2021-06-28,6,2021-12-28,2021-12-30,263.31
id_290,2021-06-29,1,2021-07-29,2021-07-20,156.58
id_2605,2021-06-29,2,2021-08-29,2021-08-28,339.45
id_1965,2021-06-30,5,2021-11-30,2021-11-28,80.22
id_3873,2021-06-30,9,2022-03-30,,270.69
id_3069,2021-06-30,1,2021-07-30,2021-07-05,74.56
id_4029,2021-07-01,6,2022-01-01,2022-01-02,83.06
id_1779,2021-07-02,6,2022-01-02,2022-01-11,843.28
id_1966,2021-07-03,5,2021-12-03,2021-12-02,250.07
id_2749,2021-07-04,9,2022-04-04,,118.47
id_4159,2021-07-06,7,2022-02-06,2022-02-06,857.87
id_2608,2021-07-06,5,2021-12-06,2021-12-06,156.83
id_3246,2021-07-06,10,2022-05-06,,115.78
id_1569,2021-07-07,10,2022-05-07,,169.2
210708190557934400,2021-07-08,6,2022-01-08,2022-01-09,249.16
id_872,2021-07-08,10,2022-05-08,2021-11-27,85.15
id_3875,2021-07-09,1,2021-08-09,2021-08-09,322.03
id_613,2021-07-09,8,2022-03-09,2022-03-09,84.1
id_1575,2021-07-10,6,2022-01-10,2022-01-10,409.36
id_4070,2021-07-11,10,2022-05-11,,445.28
id_4071,2021-07-12,4,2021-11-12,2021-11-12,246.08
id_2312,2021-07-13,7,2022-02-13,2022-02-10,108.64
id_1359,2021-07-15,9,2022-04-15,,266.46
id_3542,2021-07-15,8,2022-03-15,2021-09-14,420.48
id_320,2021-07-15,2,2021-09-15,2021-09-10,745.3
id_4135,2021-07-17,7,2022-02-17,2022-02-17,376.04
id_3748,2021-07-18,2,2021-09-18,2021-09-19,324.04
id_3420,2021-07-21,3,2021-10-21,2021-10-21,171.18
id_1584,2021-07-24,2,2021-09-24,2021-09-25,486.06
id_2761,2021-07-24,2,2021-09-24,2021-09-06,81.01
id_3702,2021-01-04,6,2021-07-04,,249.05
id_1135,2021-01-04,4,2021-05-04,2021-05-03,409.26
id_1136,2021-01-05,12,2022-01-05,,86.6
id_1374,2021-01-07,4,2021-05-07,2021-05-07,163.7
id_1138,2021-01-07,9,2021-10-07,2021-11-29,84.79
id_2768,2021-01-07,4,2021-05-07,,90.03
id_1378,2021-01-12,6,2021-07-12,2021-07-11,124.52
id_7,2021-01-13,1,2021-02-13,2021-02-10,80.14
id_347,2021-01-14,4,2021-05-14,2021-06-10,163.7
id_4225,2021-01-15,4,2021-05-15,,163.7
id_3336,2021-01-20,12,2022-01-20,2022-01-20,95.31
id_1146,2021-01-20,5,2021-06-20,2021-06-20,247.29
id_1806,2021-01-20,9,2021-10-20,,93.27
id_3490,2021-01-21,2,2021-03-21,2021-03-15,80.7
id_1597,2021-01-25,3,2021-04-25,2021-04-25,163.03
id_1807,2021-01-26,10,2021-11-26,2021-11-25,187.34
id_1601,2021-01-26,2,2021-03-26,2021-03-26,202.52
id_1600,2021-01-26,11,2021-12-26,2021-12-26,257.05
id_4177,2021-01-27,9,2021-10-27,2021-10-26,211.55
id_19,2021-01-27,4,2021-05-27,2021-05-24,106.63
id_3839,2021-01-27,7,2021-08-27,2021-08-29,334.3
id_3879,2021-01-28,11,2021-12-28,2021-12-29,299.89
id_1810,2021-01-29,11,2021-12-28,,154.23
id_652,2021-01-30,12,2022-01-28,,172.04
id_2630,2021-01-31,10,2021-11-28,2021-11-28,170.3
id_359,2021-02-01,10,2021-12-01,2021-11-30,178.18
id_904,2021-02-01,7,2021-09-01,,300.87
id_2486,2021-02-02,6,2021-08-02,2021-08-02,249.16
id_1816,2021-02-02,2,2021-04-02,2021-04-03,196.19
id_2632,2021-02-02,7,2021-09-02,2021-09-02,209.03
id_3423,2021-02-03,3,2021-05-03,2021-05-05,228.25
id_3085,2021-02-03,12,2022-02-03,2022-03-19,215.61
id_909,2021-02-04,6,2021-08-04,2021-08-11,207.63
id_909,2021-02-04,2,2021-04-04,2021-04-04,202.52
id_1392,2021-02-04,12,2022-02-04,2022-02-04,748.85
id_2634,2021-02-05,10,2021-12-05,2021-12-08,133.64
id_3653,2021-02-05,1,2021-03-05,2021-03-04,128.81
id_366,2021-02-06,1,2021-03-06,2021-03-05,96.61
id_3964,2021-02-06,3,2021-05-06,2021-05-06,163.03
id_2005,2021-02-07,5,2021-07-07,2021-07-04,206.34
id_912,2021-02-07,1,2021-03-07,2021-03-06,192.8
id_3881,2021-02-08,2,2021-04-08,2021-04-08,502.27
id_3340,2021-02-08,3,2021-05-08,2021-05-08,481.04
id_3426,2021-02-08,3,2021-05-08,2021-05-08,220.1
id_3089,2021-02-08,11,2022-01-08,2022-01-08,171.36
id_4137,2021-02-09,12,2022-02-09,2022-02-09,344.86
id_663,2021-02-09,5,2021-07-09,2021-07-10,96.85
id_2637,2021-02-09,5,2021-07-09,2021-07-07,247.61
id_3803,2021-02-13,11,2022-01-13,2022-01-10,128.53
id_2011,2021-02-13,4,2021-06-13,2021-06-13,123.04
id_3965,2021-02-14,3,2021-05-14,,366.83
id_3965,2021-02-14,7,2021-09-14,,376.08
id_2014,2021-02-14,3,2021-05-14,2021-05-19,244.55
id_381,2021-02-16,5,2021-07-16,2021-06-29,484.27
id_2495,2021-02-20,4,2021-06-20,2021-04-26,205.06
id_2789,2021-02-22,6,2021-08-22,2021-08-25,245.75
id_1408,2021-02-22,6,2021-08-22,2021-05-19,166.1
id_64,2021-02-23,10,2021-12-23,2021-08-06,110.69
id_62,2021-02-23,3,2021-05-23,2021-05-23,171.18
id_3990,2021-02-23,5,2021-07-23,2021-07-22,363.2
id_3990,2021-02-23,7,2021-09-23,2021-09-22,376.25
id_1185,2021-02-23,4,2021-06-23,2021-06-23,196.87
id_2024,2021-02-25,11,2022-01-25,2022-01-25,214.2
id_2499,2021-02-25,11,2022-01-25,,317.63
id_3938,2021-02-27,2,2021-04-27,2021-04-27,364.55
id_3807,2021-02-27,1,2021-03-27,2021-03-23,204.91
id_3913,2021-02-27,10,2021-12-27,2021-12-27,383.18
id_2646,2021-02-28,11,2022-01-28,2022-01-22,265.62
id_4195,2021-02-28,11,2022-01-28,,163.35
id_3346,2021-03-01,6,2021-09-01,2021-09-01,215.94
id_2647,2021-03-01,12,2022-03-01,,94.87
id_3712,2021-03-02,1,2021-04-02,2021-04-07,354.23
id_70,2021-03-02,11,2022-02-02,2022-02-02,308.46
id_3660,2021-03-02,2,2021-05-02,2021-04-30,251.13
id_2794,2021-03-03,9,2021-12-03,2021-12-03,1571.51
id_3559,2021-03-03,10,2022-01-03,,93.66
id_3348,2021-03-04,2,2021-05-04,2021-05-02,202.52
id_1190,2021-03-04,5,2021-08-04,2021-09-15,641.74
id_2034,2021-03-05,5,2021-08-05,2021-08-02,360.98
id_3918,2021-03-06,10,2022-01-06,2021-04-23,382.14
id_3431,2021-03-06,1,2021-04-06,2021-04-13,201.26
id_694,2021-03-06,2,2021-05-06,2021-05-03,114.06
id_1424,2021-03-06,12,2022-03-06,2022-03-14,344.86
