,目标地址省市区,目标地址代码,目标地址,被比较地址省市区,被比较地址代码,被比较地址,相似度,adcode
0,浙江省嘉兴市嘉善县,002188,经济开发区东升路36号,浙江省嘉兴市嘉善县,002522,惠民街道泰山路1号,0.0,330421
0,浙江省嘉兴市嘉善县,002188,经济开发区东升路36号,浙江省嘉兴市嘉善县,002522,惠民街道泰山路1号,0.0,330421
0,浙江省嘉兴市嘉善县,300817,干窑镇宏伟北路18号,浙江省嘉兴市嘉善县,002188,经济开发区东升路36号,0.0,330421
0,江苏省苏州市常熟市,002160,古里镇白茆西,江苏省苏州市常熟市,002309,东南经济开发区,0.0,320581
1,浙江省嘉兴市嘉善县,300718,惠民街道鑫达路6号,浙江省嘉兴市嘉善县,002188,经济开发区东升路36号,0.0,330421
0,浙江省嘉兴市嘉善县,300718,惠民街道鑫达路6号,浙江省嘉兴市嘉善县,300817,干窑镇宏伟北路18号,0.0,330421
3,浙江省嘉兴市嘉善县,300461,姚庄镇新景路398号,浙江省嘉兴市嘉善县,002522,惠民街道泰山路1号,0.0,330421
1,浙江省嘉兴市嘉善县,300461,姚庄镇新景路398号,浙江省嘉兴市嘉善县,300817,干窑镇宏伟北路18号,0.0,330421
0,浙江省嘉兴市嘉善县,300461,姚庄镇新景路398号,浙江省嘉兴市嘉善县,300718,惠民街道鑫达路6号,0.0,330421
0,江苏省苏州市常熟市,002160,古里镇白茆西,江苏省苏州市常熟市,002309,东南经济开发区,0.0,320581
2,江苏省常州市武进区,300196,遥观镇塘桥村,江苏省常州市武进区,300761,牛塘镇卢西村委河西村500号,0.0,320412
3,江苏省常州市武进区,300196,遥观镇塘桥村,江苏省常州市武进区,002413,礼嘉镇建东村建华路南,0.0,320412
4,江苏省常州市武进区,300196,遥观镇塘桥村,江苏省常州市武进区,002516,雪堰镇旷达路1号,0.0,320412
35,广东省深圳市南山区,300047,粤海街道高新区南区市高新技术工业村T3栋B3楼,广东省深圳市南山区,002008,深南大道9988号,0.0,440305
4,广东省深圳市南山区,300047,粤海街道高新区南区市高新技术工业村T3栋B3楼,广东省深圳市南山区,300167,茶光路1089号深圳集成电路设计应用产业园306-1、306-2、307-2室,0.0,440305
3,广东省深圳市南山区,300047,粤海街道高新区南区市高新技术工业村T3栋B3楼,广东省深圳市南山区,300162,松白公路百旺信工业园区二区第八栋,0.0,440305
69,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,002660,松白路关外小白芒桑泰工业园,0.0,440305
64,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,002436,白石路与沙河西路交汇处深圳湾科技生态园一区2栋A座8层-9层,0.0,440305
60,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,002399,松坪山郎山路21号,0.0,440305
59,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,002369,西丽平山民企科技工业园5栋,0.0,440305
55,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,002334,桃源街道长源社区学苑大道南山智园A7栋501,0.0,440305
54,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,002327,创业南油大道西路自行车加工厂1栋,0.0,440305
50,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,002289,粤海街道深圳市软件产业基地1栋A座13层1302,0.0,440305
37,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,002047,沙河街道华侨城东部工业区F1栋107号,0.0,440305
36,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,002008,深南大道9988号,0.0,440305
35,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,300811,北环路南头第五工业区2栋3层301-306室,0.0,440305
34,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,300771,学苑大道1001号南山智园C3栋15层,0.0,440305
33,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,300769,桃源街道福光社区留仙大道3370号南山智园崇文园区1号楼1001,0.0,440305
30,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,300713,西丽街道曙光社区中山园路1001号TCL科学园区E1栋1101,0.0,440305
20,广东省深圳市南山区,300047,粤海街道高新区南区市高新技术工业村T3栋B3楼,广东省深圳市南山区,300601,科技工业园科发路6号,0.0,440305
38,广东省深圳市南山区,300047,粤海街道高新区南区市高新技术工业村T3栋B3楼,广东省深圳市南山区,002106,高新北二道29号,0.0,440305
1,江苏省常州市武进区,300429,遥观镇钱家工业园,江苏省常州市武进区,300761,牛塘镇卢西村委河西村500号,0.0,320412
41,广东省深圳市南山区,300047,粤海街道高新区南区市高新技术工业村T3栋B3楼,广东省深圳市南山区,002163,南海大道2061号新保辉大厦17层,0.0,440305
62,广东省深圳市南山区,300077,西丽街道松坪山社区宝深路109号国民技术大厦1楼,广东省深圳市南山区,002436,白石路与沙河西路交汇处深圳湾科技生态园一区2栋A座8层-9层,0.0,440305
46,广东省深圳市南山区,300077,西丽街道松坪山社区宝深路109号国民技术大厦1楼,广东省深圳市南山区,002218,侨城北路香年广场[南区]主楼（A座）栋―座8层802、803、804号房,0.0,440305
38,广东省深圳市南山区,300077,西丽街道松坪山社区宝深路109号国民技术大厦1楼,广东省深圳市南山区,002139,高新技术产业园清华大学研究院B区413房,0.0,440305
33,广东省深圳市南山区,300077,西丽街道松坪山社区宝深路109号国民技术大厦1楼,广东省深圳市南山区,300811,北环路南头第五工业区2栋3层301-306室,0.0,440305
14,广东省深圳市南山区,300077,西丽街道松坪山社区宝深路109号国民技术大厦1楼,广东省深圳市南山区,300514,桃源街道光前工业区十七栋六楼,0.0,440305
8,广东省深圳市南山区,300077,西丽街道松坪山社区宝深路109号国民技术大厦1楼,广东省深圳市南山区,300277,深南大道市高新技术园R2厂房B区3a层,0.0,440305
4,广东省深圳市南山区,300077,西丽街道松坪山社区宝深路109号国民技术大厦1楼,广东省深圳市南山区,300199,高新技术工业园中区翰宇生物医药园办公大楼四层,0.0,440305
2,广东省深圳市南山区,300077,西丽街道松坪山社区宝深路109号国民技术大厦1楼,广东省深圳市南山区,300162,松白公路百旺信工业园区二区第八栋,0.0,440305
81,广东省深圳市南山区,300047,粤海街道高新区南区市高新技术工业村T3栋B3楼,广东省深圳市南山区,002980,西丽白芒松白公路百旺信工业区五区19＃、21＃厂房、A区（一区）4号厂房,0.0,440305
68,广东省深圳市南山区,300047,粤海街道高新区南区市高新技术工业村T3栋B3楼,广东省深圳市南山区,002660,松白路关外小白芒桑泰工业园,0.0,440305
67,广东省深圳市南山区,300047,粤海街道高新区南区市高新技术工业村T3栋B3楼,广东省深圳市南山区,002618,高新园朗山一路丹邦科技大楼,0.0,440305
59,广东省深圳市南山区,300047,粤海街道高新区南区市高新技术工业村T3栋B3楼,广东省深圳市南山区,002399,松坪山郎山路21号,0.0,440305
56,广东省深圳市南山区,300047,粤海街道高新区南区市高新技术工业村T3栋B3楼,广东省深圳市南山区,002351,科技园深南大道9998号万利达科技大厦22层9单元,0.0,440305
50,广东省深圳市南山区,300047,粤海街道高新区南区市高新技术工业村T3栋B3楼,广东省深圳市南山区,002313,大新路198号马家龙创新大厦17层1701,0.0,440305
43,广东省深圳市南山区,300047,粤海街道高新区南区市高新技术工业村T3栋B3楼,广东省深圳市南山区,002191,科技中二路劲嘉科技大厦18-19层,0.0,440305
22,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,300615,茶光路波顿科技园B栋万科云创17层05号,0.0,440305
21,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,300601,科技工业园科发路6号,0.0,440305
19,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,300546,粤海街道深圳市软件产业基地1栋C座9层,0.0,440305
16,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,300514,桃源街道光前工业区十七栋六楼,0.0,440305
0,浙江省绍兴市上虞区,002602,曹娥街道越爱路66号,浙江省绍兴市上虞区,002931,梁湖工业园区倪禄路5号,0.0,330604
0,浙江省绍兴市上虞区,002602,曹娥街道越爱路66号,浙江省绍兴市上虞区,002931,梁湖工业园区倪禄路5号,0.0,330604
0,浙江省绍兴市上虞区,300411,章镇镇工业园区,浙江省绍兴市上虞区,002602,曹娥街道越爱路66号,0.0,330604
0,浙江省绍兴市上虞区,300316,通江西路218号,浙江省绍兴市上虞区,300411,章镇镇工业园区,0.0,330604
0,福建省厦门市集美区,002235,杏林锦园南路99号,福建省厦门市集美区,002593,杏林杏北路30号,0.0,350211
0,福建省厦门市集美区,002235,杏林锦园南路99号,福建省厦门市集美区,002593,杏林杏北路30号,0.0,350211
0,江苏省徐州市新沂市,002513,经济开发区苏化路1号,江苏省徐州市新沂市,002734,经济开发区,0.0,320381
0,江苏省徐州市新沂市,002513,经济开发区苏化路1号,江苏省徐州市新沂市,002734,经济开发区,0.0,320381
1,江苏省徐州市新沂市,300717,大桥东路189号,江苏省徐州市新沂市,002734,经济开发区,0.0,320381
0,广东省佛山市南海区,002918,西樵轻纺城工业园,广东省佛山市南海区,002922,简平路桂城科技园A3号,0.0,440605
0,广东省佛山市南海区,002918,西樵轻纺城工业园,广东省佛山市南海区,002922,简平路桂城科技园A3号,0.0,440605
1,广东省佛山市南海区,002666,小塘狮山新城开发区,广东省佛山市南海区,002922,简平路桂城科技园A3号,0.0,440605
0,广东省佛山市南海区,002666,小塘狮山新城开发区,广东省佛山市南海区,002918,西樵轻纺城工业园,0.0,440605
1,广东省佛山市南海区,002611,狮山镇强狮路2号（办公楼、厂房A、厂房B、宿舍A、宿舍B、饭堂）,广东省佛山市南海区,002918,西樵轻纺城工业园,0.0,440605
0,广东省佛山市南海区,002611,狮山镇强狮路2号（办公楼、厂房A、厂房B、宿舍A、宿舍B、饭堂）,广东省佛山市南海区,002666,小塘狮山新城开发区,0.0,440605
0,上海市市辖区徐汇区,300493,田林路200号A号楼301室,上海市市辖区徐汇区,300613,宜山路717号6楼,0.0,310104
1,上海市市辖区徐汇区,300493,田林路200号A号楼301室,上海市市辖区徐汇区,002022,钦州北路1189号,0.0,310104
2,上海市市辖区徐汇区,300493,田林路200号A号楼301室,上海市市辖区徐汇区,002195,宜山路700号85幢6楼,0.0,310104
0,江苏省无锡市惠山区,300827,和惠路6号,江苏省无锡市惠山区,002009,洛社镇洛藕路288号,0.0,320206
13,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,300454,学苑大道1001号南山智园A1栋一层,0.0,440305
12,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,300348,粤海街道沙河西路深圳湾科技生态园一区2栋A座5层,0.0,440305
7,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,300227,高新区北区朗山路13号清华紫光科技园C座1层,0.0,440305
4,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,300162,松白公路百旺信工业园区二区第八栋,0.0,440305
0,山东省潍坊市寿光市,300391,开发区（原北洛镇政府驻地）,山东省潍坊市寿光市,002490,文圣街999号,0.0,370783
0,山东省潍坊市寿光市,300391,开发区（原北洛镇政府驻地）,山东省潍坊市寿光市,002490,文圣街999号,0.0,370783
0,江苏省无锡市惠山区,300827,和惠路6号,江苏省无锡市惠山区,002009,洛社镇洛藕路288号,0.0,320206
0,上海市市辖区徐汇区,300613,宜山路717号6楼,上海市市辖区徐汇区,002022,钦州北路1189号,0.0,310104
0,新疆维吾尔自治区乌鲁木齐市新市区,300588,）北京南路358号大成国际大厦10层,新疆维吾尔自治区乌鲁木齐市新市区,002941,）乌昌路辅道840号,0.0,650104
0,新疆维吾尔自治区乌鲁木齐市新市区,300588,）北京南路358号大成国际大厦10层,新疆维吾尔自治区乌鲁木齐市新市区,002941,）乌昌路辅道840号,0.0,650104
0,河南省焦作市中站区,002407,焦克路,河南省焦作市中站区,002601,西,0.0,410803
0,河南省焦作市中站区,002407,焦克路,河南省焦作市中站区,002601,西,0.0,410803
0,上海市市辖区徐汇区,002022,钦州北路1189号,上海市市辖区徐汇区,002195,宜山路700号85幢6楼,0.0,310104
0,上海市市辖区徐汇区,002022,钦州北路1189号,上海市市辖区徐汇区,002195,宜山路700号85幢6楼,0.0,310104
66,广东省深圳市南山区,300077,西丽街道松坪山社区宝深路109号国民技术大厦1楼,广东省深圳市南山区,002618,高新园朗山一路丹邦科技大楼,0.0,440305
67,广东省深圳市南山区,300077,西丽街道松坪山社区宝深路109号国民技术大厦1楼,广东省深圳市南山区,002660,松白路关外小白芒桑泰工业园,0.0,440305
76,广东省深圳市南山区,300077,西丽街道松坪山社区宝深路109号国民技术大厦1楼,广东省深圳市南山区,002917,高新技术产业园区（南区）R2-A栋3、4层,0.0,440305
23,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,300668,粤海街道科苑路15号科兴科学园B4单元13楼,0.0,440305
65,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,002660,松白路关外小白芒桑泰工业园,0.0,440305
64,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,002618,高新园朗山一路丹邦科技大楼,0.0,440305
56,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,002399,松坪山郎山路21号,0.0,440305
51,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,002334,桃源街道长源社区学苑大道南山智园A7栋501,0.0,440305
50,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,002327,创业南油大道西路自行车加工厂1栋,0.0,440305
46,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,002289,粤海街道深圳市软件产业基地1栋A座13层1302,0.0,440305
44,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,002218,侨城北路香年广场[南区]主楼（A座）栋―座8层802、803、804号房,0.0,440305
35,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,002106,高新北二道29号,0.0,440305
34,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,002052,高新区北区第五工业区彩虹科技大楼A6楼,0.0,440305
33,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,002047,沙河街道华侨城东部工业区F1栋107号,0.0,440305
32,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,002008,深南大道9988号,0.0,440305
31,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,300811,北环路南头第五工业区2栋3层301-306室,0.0,440305
30,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,300771,学苑大道1001号南山智园C3栋15层,0.0,440305
29,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,300769,桃源街道福光社区留仙大道3370号南山智园崇文园区1号楼1001,0.0,440305
26,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,300713,西丽街道曙光社区中山园路1001号TCL科学园区E1栋1101,0.0,440305
66,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,002672,高新区北区朗山路9号东江环保大楼1楼、3楼、8楼北面、9楼、10楼、11楼、12楼,0.0,440305
68,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,002813,海天一路11号5栋C座8楼、9楼,0.0,440305
76,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,002970,学苑大道1001号南山智园B1栋21-23楼,0.0,440305
6,广东省深圳市南山区,300162,松白公路百旺信工业园区二区第八栋,广东省深圳市南山区,300311,高新区科技中2路软件园2栋6楼,0.0,440305
12,广东省深圳市南山区,300162,松白公路百旺信工业园区二区第八栋,广东省深圳市南山区,300531,粤海街道学府路63号高新区联合总部大厦36楼,0.0,440305
11,广东省深圳市南山区,300162,松白公路百旺信工业园区二区第八栋,广东省深圳市南山区,300514,桃源街道光前工业区十七栋六楼,0.0,440305
10,广东省深圳市南山区,300162,松白公路百旺信工业园区二区第八栋,广东省深圳市南山区,300506,高新南九道10号深圳湾科技生态园10栋A座17-20层01-06号,0.0,440305
9,广东省深圳市南山区,300162,松白公路百旺信工业园区二区第八栋,广东省深圳市南山区,300468,科技中二路深圳科技园12#楼402、深圳软件园（2期）13栋302室,0.0,440305
8,广东省深圳市南山区,300162,松白公路百旺信工业园区二区第八栋,广东省深圳市南山区,300454,学苑大道1001号南山智园A1栋一层,0.0,440305
7,广东省深圳市南山区,300162,松白公路百旺信工业园区二区第八栋,广东省深圳市南山区,300348,粤海街道沙河西路深圳湾科技生态园一区2栋A座5层,0.0,440305
5,广东省深圳市南山区,300162,松白公路百旺信工业园区二区第八栋,广东省深圳市南山区,300277,深南大道市高新技术园R2厂房B区3a层,0.0,440305
77,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,002979,桃源街道学苑大道1001号南山智园A3栋9-11楼,0.0,440305
4,广东省深圳市南山区,300162,松白公路百旺信工业园区二区第八栋,广东省深圳市南山区,300252,粤海街道高新区社区高新南九道10号深圳湾科技生态园10栋B座26层,0.0,440305
3,广东省深圳市南山区,300162,松白公路百旺信工业园区二区第八栋,广东省深圳市南山区,300235,南头街道马家龙社区大新路198号创新大厦B栋901,0.0,440305
2,广东省深圳市南山区,300162,松白公路百旺信工业园区二区第八栋,广东省深圳市南山区,300227,高新区北区朗山路13号清华紫光科技园C座1层,0.0,440305
1,广东省深圳市南山区,300162,松白公路百旺信工业园区二区第八栋,广东省深圳市南山区,300199,高新技术工业园中区翰宇生物医药园办公大楼四层,0.0,440305
0,广东省深圳市南山区,300162,松白公路百旺信工业园区二区第八栋,广东省深圳市南山区,300167,茶光路1089号深圳集成电路设计应用产业园306-1、306-2、307-2室,0.0,440305
78,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,002980,西丽白芒松白公路百旺信工业区五区19＃、21＃厂房、A区（一区）4号厂房,0.0,440305
25,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,300693,西丽街道松白路1002号百旺信高科技工业园2区6栋,0.0,440305
22,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,300656,高新区中区科技园工业厂房25栋1段5层（1）号,0.0,440305
1,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,300162,松白公路百旺信工业园区二区第八栋,0.0,440305
18,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,300615,茶光路波顿科技园B栋万科云创17层05号,0.0,440305
42,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,002197,粤海街道西海岸大厦18楼,0.0,440305
38,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,002161,粤海街道高新南十道63号高新区联合总部大厦27、28楼,0.0,440305
36,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,002106,高新北二道29号,0.0,440305
34,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,002047,沙河街道华侨城东部工业区F1栋107号,0.0,440305
33,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,002008,深南大道9988号,0.0,440305
27,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,300713,西丽街道曙光社区中山园路1001号TCL科学园区E1栋1101,0.0,440305
24,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,300668,粤海街道科苑路15号科兴科学园B4单元13楼,0.0,440305
22,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,300638,南海大道1057号科技大厦二期A栋501A号,0.0,440305
21,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,300634,粤海街道高新区社区科苑南路3176号彩讯科技大厦三十一层,0.0,440305
17,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,300572,粤海街道学府路63号高新区联合总部大厦35楼,0.0,440305
14,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,300531,粤海街道学府路63号高新区联合总部大厦36楼,0.0,440305
13,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,300514,桃源街道光前工业区十七栋六楼,0.0,440305
11,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,300468,科技中二路深圳科技园12#楼402、深圳软件园（2期）13栋302室,0.0,440305
10,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,300454,学苑大道1001号南山智园A1栋一层,0.0,440305
5,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,300235,南头街道马家龙社区大新路198号创新大厦B栋901,0.0,440305
43,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,002210,大新路198号马家龙创新大厦A栋601,0.0,440305
44,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,002213,粤海街道高新区社区科技南路18号深圳湾科技生态园12栋A1406,0.0,440305
49,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,002314,招商街道赤湾社区赤湾六路8号南山开发集团赤湾总部大厦2501,0.0,440305
70,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,002835,粤海街道深圳湾科技生态园9栋B4座23楼,0.0,440305
15,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,300546,粤海街道深圳市软件产业基地1栋C座9层,0.0,440305
12,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,300514,桃源街道光前工业区十七栋六楼,0.0,440305
9,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,300454,学苑大道1001号南山智园A1栋一层,0.0,440305
3,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,300227,高新区北区朗山路13号清华紫光科技园C座1层,0.0,440305
0,广东省深圳市南山区,300131,高新技术产业园科技南五路英唐大厦五楼,广东省深圳市南山区,300162,松白公路百旺信工业园区二区第八栋,0.0,440305
79,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,002980,西丽白芒松白公路百旺信工业区五区19＃、21＃厂房、A区（一区）4号厂房,0.0,440305
69,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,002813,海天一路11号5栋C座8楼、9楼,0.0,440305
50,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,002316,粤海街道高新区社区科技南一路28号达实大厦1902,0.0,440305
66,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,002660,松白路关外小白芒桑泰工业园,0.0,440305
65,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,002618,高新园朗山一路丹邦科技大楼,0.0,440305
64,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,002587,粤海街道学府路63号高新区联合总部大厦10楼,0.0,440305
57,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,002399,松坪山郎山路21号,0.0,440305
56,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,002369,西丽平山民企科技工业园5栋,0.0,440305
52,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,002334,桃源街道长源社区学苑大道南山智园A7栋501,0.0,440305
2,广东省佛山市南海区,002291,桂城街道庆安路2号,广东省佛山市南海区,002918,西樵轻纺城工业园,0.0,440605
1,广东省佛山市南海区,002291,桂城街道庆安路2号,广东省佛山市南海区,002666,小塘狮山新城开发区,0.0,440605
4,广东省佛山市南海区,002260,松岗松夏工业园工业大道西,广东省佛山市南海区,002922,简平路桂城科技园A3号,0.0,440605
0,江苏省南通市通州区,002484,平潮通扬南路79号,江苏省南通市通州区,002576,四安镇庵东村,0.0,320612
3,北京市市辖区昌平区,300593,科技园区双营中路139号院1号楼一、二、三层,北京市市辖区昌平区,002658,高新三街3号,0.0,110114
2,北京市市辖区昌平区,300593,科技园区双营中路139号院1号楼一、二、三层,北京市市辖区昌平区,002467,城区镇超前路13号,0.0,110114
5,北京市市辖区昌平区,300318,生命园路9号院,北京市市辖区昌平区,002985,科技园区火炬街甲12号B218室,0.0,110114
4,北京市市辖区昌平区,300318,生命园路9号院,北京市市辖区昌平区,002658,高新三街3号,0.0,110114
3,北京市市辖区昌平区,300318,生命园路9号院,北京市市辖区昌平区,002467,城区镇超前路13号,0.0,110114
2,北京市市辖区昌平区,300318,生命园路9号院,北京市市辖区昌平区,002392,小汤山镇小汤山工业园4号楼,0.0,110114
3,北京市市辖区昌平区,300005,科技园区永安路26号609,北京市市辖区昌平区,002392,小汤山镇小汤山工业园4号楼,0.0,110114
2,北京市市辖区昌平区,300005,科技园区永安路26号609,北京市市辖区昌平区,300803,北七家镇七北路42号院2号楼1单元501室,0.0,110114
0,北京市市辖区昌平区,300005,科技园区永安路26号609,北京市市辖区昌平区,300318,生命园路9号院,0.0,110114
4,北京市市辖区昌平区,300003,超前路37号,北京市市辖区昌平区,002392,小汤山镇小汤山工业园4号楼,0.0,110114
3,北京市市辖区昌平区,300003,超前路37号,北京市市辖区昌平区,300803,北七家镇七北路42号院2号楼1单元501室,0.0,110114
2,北京市市辖区昌平区,300003,超前路37号,北京市市辖区昌平区,300593,科技园区双营中路139号院1号楼一、二、三层,0.0,110114
1,北京市市辖区昌平区,300003,超前路37号,北京市市辖区昌平区,300318,生命园路9号院,0.0,110114
0,山东省烟台市牟平区,002237,水道镇,山东省烟台市牟平区,002374,姜格庄街道办事处丽鹏路1号,0.0,370612
0,山东省烟台市牟平区,002237,水道镇,山东省烟台市牟平区,002374,姜格庄街道办事处丽鹏路1号,0.0,370612
2,北京市市辖区昌平区,300803,北七家镇七北路42号院2号楼1单元501室,北京市市辖区昌平区,002658,高新三街3号,0.0,110114
1,北京市市辖区昌平区,002392,小汤山镇小汤山工业园4号楼,北京市市辖区昌平区,002658,高新三街3号,0.0,110114
